tid	title	ori_work	st_date	ed_date	st_day	st_time	ed_time	channel	ch_name	type
58664	ルパン三世（第47回）女王陛下のズッコケ警部（「女王陛下」にルビ「じょうおうへいか」が、「警部」にルビ「けいぶ」が、それぞれ付く）（ルパン三世(2)）	NULL	1978/08/28	1978/08/28	月	19:00	19:30	NTV	日本テレビ	earth
58665	ルパン三世（第48回）非常ベルにルパンは笑う（「非常」にルビ「ひじょう」が、「笑」にルビ「わら」が、それぞれ付く）（ルパン三世(2)）	NULL	1978/09/04	1978/09/04	月	19:00	19:30	NTV	日本テレビ	earth
58666	ルパン三世（第49回）可愛いい女には毒がある（「可愛」にルビ「かわ」が、「女」にルビ「おんな」が、「毒」にルビ「どく」が、それぞれ付く）（ルパン三世(2)）	NULL	1978/09/11	1978/09/11	月	19:00	19:30	NTV	日本テレビ	earth
58667	ルパン三世（第50回・第51回）私が愛したルパン　前篇・後篇（「私」にルビ「わたし」が、「愛」にルビ「あい」が、それぞれ付く。「前篇」「後篇」はそれぞれ四角の枠囲み表示）（ルパン三世(2)）	NULL	1978/09/18	1978/09/25	月	19:00	19:30	NTV	日本テレビ	earth
49226	ルパン三世(2)（第52回）エマニエルは天使のささやき	NULL	1978/10/02	1978/10/02	月	19:00	19:30	NTV	日本テレビ	earth
16733	宝島	NULL	1978/10/08	1979/04/01	日	18:30	19:00	NTV	日本テレビ	earth
16754	新・エースをねらえ！（エースをねらえ！２、新エースをねらえ！）	NULL	1978/10/14	1979/03/31	土	19:30	20:00	NTV	日本テレビ	earth
44852	ルパン三世(2)（第90回）悪い奴ほど大悪党	NULL	1979/07/02	1979/07/02	月	19:00	19:30	NTV	日本テレビ	earth
17538	ベルサイユのばら	NULL	1979/10/10	1980/09/10	水	19:00	19:30	NTV	日本テレビ	earth
58930	ルパン三世（第133回）熱いお宝に手を出すな（「熱」にルビ「あつ」が、「宝」にルビ「たから」が、「手」にルビ「て」が、「出」にルビ「だ」が、それぞれ付く）（ルパン三世(2)）	NULL	1980/04/28	1980/04/28	月	19:00	19:30	NTV	日本テレビ	earth
17983	ルパン三世(2)（第134回）ルパン逮捕頂上作戦（「逮捕頂上作戦」にルビ「たいほちょうじょうさくせん」が付く）	NULL	1980/05/05	1980/05/05	月	19:00	19:30	NTV	日本テレビ	earth
58931	ルパン三世（第135回）毒薬と魔術とルパン三世（「毒薬」にルビ「どくやく」が、「魔術」にルビ「まじゅつ」が、「三世」にルビ「さんせい」が、それぞれ付く）（ルパン三世(2)）	NULL	1980/05/12	1980/05/12	月	19:00	19:30	NTV	日本テレビ	earth
58932	ルパン三世（第136回）ゴールドバタフライの復讐（「復讐」にルビ「ふくしゅう」が付く）（ルパン三世(2)）	NULL	1980/05/19	1980/05/19	月	19:00	19:30	NTV	日本テレビ	earth
58933	ルパン三世（第137回）華麗なるチームプレイ作戦（「華麗」にルビ「かれい」が、「作戦」にルビ「さくせん」が、それぞれ付く）（ルパン三世(2)）	NULL	1980/05/26	1980/05/26	月	19:00	19:30	NTV	日本テレビ	earth
58934	ルパン三世（第138回）ポンペイの秘宝と毒蛇（「秘宝」にルビ「ひほう」が、「毒蛇」にルビ「どくへび」が、それぞれ付く）（ルパン三世(2)）	NULL	1980/06/02	1980/06/02	月	19:00	19:30	NTV	日本テレビ	earth
58935	ルパン三世（第139回）ルパンのすべてを盗め（「盗」にルビ「ぬす」が付く）（ルパン三世(2)）	NULL	1980/06/09	1980/06/09	月	19:00	19:30	NTV	日本テレビ	earth
56531	ルパン三世（第140回）狼は走れ豚は転がれ（「狼」にルビ「おおかみ」が、「走」にルビ「はし」が、「豚」にルビ「ぶた」が、「転」にルビ「ころ」が、それぞれ付く）（ルパン三世(2)）	NULL	1980/06/16	1980/06/16	月	19:00	19:30	NTV	日本テレビ	earth
58953	ルパン三世（第141回）1980モスクワ黙示録（「黙示録」にルビ「もくしろく」が付く）（ルパン三世(2)）	NULL	1980/06/30	1980/06/30	月	19:00	19:30	NTV	日本テレビ	earth
58954	ルパン三世（第142回）グランドレース消えた大本命（「消」にルビ「き」が、「大本命」にルビ「だいほんめい」が、それぞれ付く）（ルパン三世(2)）	NULL	1980/07/07	1980/07/07	月	19:00	19:30	NTV	日本テレビ	earth
58955	ルパン三世（第143回）マイアミ銀行襲撃記念日（「銀行襲撃記念日」にルビ「ぎんこうしゅうげききねんび」が付く）（ルパン三世(2)）	NULL	1980/07/14	1980/07/14	月	19:00	19:30	NTV	日本テレビ	earth
18243	鉄腕アトム	NULL	1980/10/01	1981/12/23	水	19:00	19:30	NTV	日本テレビ	earth
18247	太陽の使者　鉄人28号（鉄人28号、太陽の勇者　鉄人28号）	comic	1980/10/03	1981/09/25	金	18:00	18:30	NTV	日本テレビ	earth
18284	あしたのジョー２	NULL	1980/10/13	1981/08/31	月	19:00	19:30	NTV	日本テレビ	earth
18876	新・ど根性ガエル（新ど根性ガエル）	NULL	1981/09/07	1982/03/29	月	19:00	19:30	NTV	日本テレビ	earth
18925	六神合体ゴッドマーズ（六神合体ゴットマーズ）	NULL	1981/10/02	1982/12/24	金	18:00	18:30	NTV	日本テレビ	earth
19333	ゲームセンターあらし	NULL	1982/04/05	1982/09/27	月	19:00	19:30	NTV	日本テレビ	earth
19423	魔境伝説アクロバンチ	NULL	1982/05/05	1982/12/24	金	17:00	17:30	NTV	日本テレビ	earth
19740	忍者マン一平	NULL	1982/10/04	1982/12/27	月	19:00	19:30	NTV	日本テレビ	earth
19751	ときめきトゥナイト	NULL	1982/10/07	1983/09/22	木	19:00	19:30	NTV	日本テレビ	earth
20007	キャプテン(3)	NULL	1983/01/10	1983/07/04	月	19:00	19:30	NTV	日本テレビ	earth
20187	キン肉マン	comic	1983/04/03	1986/09/16	日	10:00	10:30	NTV	日本テレビ	earth
20188	まんが日本史	NULL	1983/04/03	1984/04/08	日	10:30	11:00	NTV	日本テレビ	earth
20413	セレンディピティ物語　ピュア島の仲間たち	NULL	1983/07/01	1983/12/23	金	17:30	18:00	NTV	日本テレビ	earth
20414	魔法の天使クリィミーマミ	NULL	1983/07/01	1984/06/29	金	18:00	18:30	NTV	日本テレビ	earth
20436	キャッツ・アイ（キャッツ・アイ(1)）	NULL	1983/07/11	1984/03/26	月	19:00	19:30	NTV	日本テレビ	earth
20669	伊賀野カバ丸	NULL	1983/10/20	1984/03/29	木	19:00	19:30	NTV	日本テレビ	earth
21099	ガラスの仮面	comic	1984/04/09	1984/09/24	月	19:00	19:30	NTV	日本テレビ	earth
21116	ゴッドマジンガー	comic	1984/04/15	1984/09/23	日	10:30	11:00	NTV	日本テレビ	earth
21271	魔法の妖精ペルシャ	NULL	1984/07/06	1985/05/31	金	18:00	18:30	NTV	日本テレビ	earth
21460	機甲界ガリアン	NULL	1984/10/05	1985/03/29	金	07:00	07:30	NTV	日本テレビ	earth
21469	星銃士ビスマルク	NULL	1984/10/07	1985/09/29	日	10:30	11:00	NTV	日本テレビ	earth
21990	魔法のスター　マジカル・エミ（魔法のスターマジカルエミ）	NULL	1985/06/07	1986/02/28	金	18:00	18:30	NTV	日本テレビ	earth
22049	戦え！超ロボット生命体　トランスフォーマー(1)	original	1985/07/06	1986/11/07	金	17:00	17:30	NTV	日本テレビ	earth
22067	ダーティペア（ダーティーペア）	NULL	1985/07/15	1985/12/23	月	19:00	19:30	NTV	日本テレビ	earth
22222	蒼き流星SPTレイズナー	NULL	1985/10/03	1986/06/26	木	17:30	18:00	NTV	日本テレビ	earth
22231	忍者戦士　飛影	NULL	1985/10/06	1986/07/13	日	10:30	11:00	NTV	日本テレビ	earth
22603	魔法のアイドル　パステルユーミ	NULL	1986/03/07	1986/09/05	金	18:00	18:30	NTV	日本テレビ	earth
22754	青春アニメ全集（第２回・第３回）日本名作文学　潮騒　前編・春のめざめ　後編・夏のあらし	NULL	1986/05/02	1986/05/09	金	19:00	19:30	NTV	日本テレビ	earth
22915	青春アニメ全集（第12回・第13回）日本名作文学　路傍の石　（前篇「中学志望」、後篇「つらい日々」）	NULL	1986/07/18	1986/07/25	金	19:00	19:30	NTV	日本テレビ	earth
23085	Bugってハニー（bugってハニー）	NULL	1986/10/03	1987/09/25	金	17:30	18:00	NTV	日本テレビ	earth
23087	たばこ１本のストーリー　ハートカクテル	NULL	1986/10/03	1988/03/25	金	25:05	25:10	NTV	日本テレビ	earth
23102	ボスコ　アドベンチャー（ボスコアドベンチャー）	NULL	1986/10/06	1987/03/30	月	19:00	19:30	NTV	日本テレビ	earth
23129	ドテラマン	NULL	1986/10/14	1987/02/24	火	19:00	19:30	NTV	日本テレビ	earth
23132	ドリモグだァ!!	NULL	1986/10/15	1987/10/08	水	19:00	19:30	NTV	日本テレビ	earth
23133	がんばれ！キッカーズ（がんばれ!!キッカーズ、がんばれキッカーズ）	NULL	1986/10/15	1987/03/25	水	19:30	20:00	NTV	日本テレビ	earth
23213	戦え！超ロボット生命体　トランスフォーマー2010	NULL	1986/11/14	1987/06/26	金	17:00	17:30	NTV	日本テレビ	earth
23551	きまぐれオレンジ☆ロード（きまぐれ☆オレンジロード、きまぐれ★オレンジロード、きまぐれオレンジ・ロード、気まぐれオレンジ☆ロード）	NULL	1987/04/06	1988/03/07	月	19:30	20:00	NTV	日本テレビ	earth
23579	赤い光弾ジリオン	NULL	1987/04/12	1987/12/13	日	10:00	10:30	NTV	日本テレビ	earth
23732	新トランスフォーマー　ザ☆ヘッドマスターズ（トランスフォーマー　ザ・ヘッドマスターズ）	original	1987/07/03	1988/03/28	金	17:00	17:30	NTV	日本テレビ	earth
23974	仮面の忍者・赤影（仮面の忍者赤影、途中から…仮面の忍者赤影・幻魔城編）	NULL	1987/10/13	1988/03/22	火	19:00	19:30	NTV	日本テレビ	earth
24192	闘将!!拉麺男　たたかえ!!ラーメンマン	NULL	1988/01/10	1988/09/11	日	10:30	11:00	NTV	日本テレビ	earth
24302	燃える！お兄さん	NULL	1988/03/14	1988/09/19	月	19:30	20:00	NTV	日本テレビ	earth
24397	トランスフォーマー　超神マスターフォース	original	1988/04/12	1989/03/07	火	17:00	17:30	NTV	日本テレビ	earth
24400	超音戦士ボーグマン	NULL	1988/04/13	1988/12/21	水	17:00	17:30	NTV	日本テレビ	earth
24408	魔神英雄伝ワタル(1)	NULL	1988/04/15	1989/03/31	金	17:00	17:30	NTV	日本テレビ	earth
24454	ママお話きかせて	NULL	1988/05/09	1988/09/19	月			NTV	日本テレビ	earth
24745	それいけ！アンパンマン（それいけアンパンマン）	NULL	1988/10/03		月	17:00	17:30	NTV	日本テレビ	earth
24802	美味しんぼ	NULL	1988/10/17	1992/03/17	月	19:30	20:00	NTV	日本テレビ	earth
25146	戦え！超ロボット生命体　トランスフォーマーV（ビクトリー）	original	1989/03/14	1989/12/29	火	17:00	17:30	NTV	日本テレビ	earth
25197	ミラクル・ジャイアンツ童夢くん（ミラクルジャイアンツ　童夢くん）	NULL	1989/04/02	1990/03/25	日	10:30	11:00	NTV	日本テレビ	earth
25230	魔動王グランゾート（マドーキング グランゾート）	NULL	1989/04/07	1990/03/02	金	17:00	17:30	NTV	日本テレビ	earth
25463	昆虫物語　みなしごハッチ	NULL	1989/07/21	1990/08/31	金	17:30	18:00	NTV	日本テレビ	earth
25668	機動警察パトレイバー　PATLABOR ON TELEVISION	NULL	1989/10/11	1990/09/26	水	17:00	17:30	NTV	日本テレビ	earth
25680	シートン動物記	NULL	1989/10/14	1990/12/22	土	18:30	19:00	NTV	日本テレビ	earth
25959	つる姫じゃ～っ！（つる姫じゃーっ!!）	NULL	1990/01/09	1990/12/25	火	17:00	17:30	NTV	日本テレビ	earth
26101	魔神英雄伝ワタル２　超激闘編	NULL	1990/03/09	1991/03/08	金			NTV	日本テレビ	earth
26698	からくり剣豪伝ムサシロード	NULL	1990/10/03	1991/09/25	水	05:00	05:30	NTV	日本テレビ	earth
27003	おちゃめなふたご　クレア学院物語	NULL	1991/01/05	1991/11/02	土	18:30	19:00	NTV	日本テレビ	earth
27195	新世紀GPXサイバーフォーミュラ	NULL	1991/03/15	1991/12/20	金			NTV	日本テレビ	earth
27816	新・魔法のプリンセス　ミンキーモモ（夢を抱きしめて）	NULL	1991/10/02	1992/12/23	水			NTV	日本テレビ	earth
27836	キン肉マン キン肉星王位争奪編	comic	1991/10/06	1992/09/27	日	11:99	11:30	NTV	日本テレビ	earth
27954	わたしとわたし－ふたりのロッテ－	NULL	1991/11/09	1992/09/05	土			NTV	日本テレビ	earth
28188	ママは小学４年生（ママは小学四年生）	NULL	1992/01/10	1992/12/25	金	17:00	17:30	NTV	日本テレビ	earth
28384	ヨーヨーの猫つまみ～猫だってお料理できるもん！	NULL	1992/03/30	1992/09/25	月～金	25:05	25:10	NTV	日本テレビ	earth
28413	超電動ロボ　鉄人28号FX	comic	1992/04/05	1993/03/30	日	10:30	11:00	NTV	日本テレビ	earth
28468	あしたへフリーキック（明日へフリーキック）(1)	NULL	1992/04/14	1992/09/29	火	17:00	17:30	NTV	日本テレビ	earth
28950	フランダースの犬～ぼくのパトラッシュ～	NULL	1992/10/10	1993/03/27	土	18:30	19:00	NTV	日本テレビ	earth
29197	ミラクル☆ガールズ（ミラクル・ガールズ）	NULL	1993/01/08	1993/12/24	金	17:00	17:30	NTV	日本テレビ	earth
30070	レッドバロン	NULL	1994/04/05	1995/03/28	火	17:00	17:30	NTV	日本テレビ	earth
30351	Ｄ・Ｎ・Ａ2～何処かで失くしたあいつのアイツ～	NULL	1994/10/07	1994/12/23	金			NTV	日本テレビ	earth
30485	闇夜の時代劇	NULL	1995/02/19	1995/05/19	日	02:05	02:35	NTV	日本テレビ	earth
32320	剣風伝奇ベルセルク	NULL	1997/10/07	1998/03/31	火	25:45	26:15	NTV	日本テレビ	earth
32997	マスターキートン（MASTERキートン）	NULL	1998/10/05	1999/03/29	月	24:50	25:20	NTV	日本テレビ	earth
33819	週刊ストーリーランド	NULL	1999/10/14	2001/09/13	木	19:58	20:54	NTV	日本テレビ	earth
34213	陽だまりの樹	NULL	2000/04/04	2000/09/19	火	24:50	25:20	NTV	日本テレビ	earth
34528	デジタル所さん	NULL	2000/10/02	2001/09/28	月～金	24:45	24:50	NTV	日本テレビ	earth
34536	はじめの一歩	comic	2000/10/03	2001/09/25	火	24:50	25:20	NTV	日本テレビ	earth
35328	旋風の用心棒～黒澤明監督作品「用心棒」より～	NULL	2001/10/01		月	24:45	25:15	NTV	日本テレビ	earth
35776	天地無用！GXP	NULL	2002/04/02	2002/09/24	火	24:55	25:25	NTV	日本テレビ	earth
36132	花田少年史	NULL	2002/10/01	2003/03/25	火	24:50	25:20	NTV	日本テレビ	earth
36131	攻殻機動隊 STAND ALONE COMPLEX(1)（攻殻機動隊 S.A.C.）	comic	2004/01/06	2004/06/08	火	25:23	25:53	NTV	日本テレビ	earth
36580	エアマスター	NULL	2003/04/01	2003/09/30	火	24:58	25:28	NTV	日本テレビ	earth
37026	キャプテンハーロック	NULL	2003/10/07		火	24:53	25:23	NTV	日本テレビ	earth
37242	ごくせん	comic	2004/01/06		火	24:53	25:23	NTV	日本テレビ	earth
37483	MONSTER	comic	2004/04/06	2005/09/27	火	24:40	25:10	NTV	日本テレビ	earth
41616	お伽草子	original	2004/07/06	2005/03/29	火	25:10	25:40	NTV	日本テレビ	earth
37206	攻殻機動隊S.A.C.2nd GIG	comic	2005/04/05	2005/09/27	火	25:29	25:59	NTV	日本テレビ	earth
38632	闘牌伝説アカギ～闇に舞い降りた天才～	comic	2005/10/04	2006/03/28	火	24:50	25:20	NTV	日本テレビ	earth
38637	Angel Heart エンジェル・ハート	comic	2005/10/04	2006/09/26	火	25:29	25:59	NTV	日本テレビ	earth
39040	桜蘭高校ホスト部	comic	2006/04/04	2006/09/26	火	24:50	25:20	NTV	日本テレビ	earth
39046	アニメ　NANA	comic	2006/04/05	2007/03/28	水	23:25	23:55	NTV	日本テレビ	earth
39401	DEATH NOTE　デスノート	comic	2006/10/03	2007/06/26	火	24:56	25:26	NTV	日本テレビ	earth
39817	クレイモア CLAYMORE	comic	2007/04/03	2007/09/25	火	25:26	25:56	NTV	日本テレビ	earth
40018	BUZZER BEATER（ブザー・ビーター）	comic	2007/07/03	2007/09/25	火	24:56	25:26	NTV	日本テレビ	earth
40180	逆境無頼カイジ	comic	2007/10/02	2008/04/01	火	24:59	25:29	NTV	日本テレビ	earth
41250	魔人探偵脳噛ネウロ	comic	2007/10/02	2008/03/25	火	25:29	25:59	NTV	日本テレビ	earth
41414	RD　潜脳調査室	original	2008/04/08	2008/09/30	火	24:59	25:29	NTV	日本テレビ	earth
41750	秘密～The Revelation～	comic	2008/04/08	2008/09/30	火	25:29	25:59	NTV	日本テレビ	earth
58730	魍魎の匣　もうりょうのはこ	novel	2008/10/07	2008/12/30	火	25:29	25:59	NTV	日本テレビ	earth
56170	はじめの一歩 New Challenger	comic	2009/01/06	2009/06/30	火	25:29	25:59	NTV	日本テレビ	earth
42174	蒼天航路	comic	2009/04/07	2009/09/29	火	24:59	25:29	NTV	日本テレビ	earth
52338	エグザムライ戦国	original	2009/01/10	2010/03/24	水	25:25	25:55	NTV	日本テレビ	earth
28701	君に届け	comic	2009/10/06	2010/03/30	火	24:59	25:29	NTV	日本テレビ	earth
42606	青い文学シリーズ（第１回～第４回）人間失格（新聞ラテ欄表記…青い文学シリーズ　人間失格×デスノート）	novel	2009/10/10	2009/12/26	土	25:20	25:50	NTV	日本テレビ	earth
43421	ちーすい丸	NULL	2010/02/06	2010/11/25	土	22:54	23:00	NTV	日本テレビ	earth
43405	RAINBOW 二舎六房の七人	NULL	2010/04/06	2010/09/28	火	24:59	25:29	NTV	日本テレビ	earth
56374	HUNTER×HUNTER（ハンター×ハンター）（HUNTER×HUNTER(2)）	NULL	2011/10/02	2013/09/29	日	10:55	11:25	NTV	日本テレビ	earth
50986	ちはやふる（ちはやふる(1)）	NULL	2011/10/04		火	24:59	25:29	NTV	日本テレビ	earth
51924	LUPIN the Third ～峰不二子という女～	NULL	2012/04/04		水	25:29	25:59	NTV	日本テレビ	earth
53393	LUPIN the Third～峰不二子という女～	NULL	2012/04/04	2012/06/27	水	25:29	25:59	NTV	日本テレビ	earth
56304	GJ部＠	NULL	2013/01/09	2013/03/27	水	25:29	25:59	NTV	日本テレビ	earth
41880	ちはやふる２	NULL	2013/01/11	2013/06/28	金	25:53	26:23	NTV	日本テレビ	earth
60533	帰宅部活動記録	NULL	2013/07/04	2013/10/10	木	26:43	27:13	NTV	日本テレビ	earth
55973	てさぐれ！部活もの！	NULL	2013/10/05		土	26:20	26:35	NTV	日本テレビ	earth
60156	はじめの一歩 Rising	comic	2013/10/05	2014/03/29	土	25:35	26:05	NTV	日本テレビ	earth
54835	金色のコルダ　Blue♪Sky	game	2014/04/05	2014/06/21	土	25:50	26:20	NTV	日本テレビ	earth
56416	それでも世界は美しい	NULL	2014/04/05	2014/06/28	土	26:20	26:50	NTV	日本テレビ	earth
56923	ばらかもん	NULL	2014/07/05	2014/09/27	土	26:20	26:50	NTV	日本テレビ	earth
56926	戦国BASARA Judge	game	2014/07/05	2014/09/27	土	25:50	26:20	NTV	日本テレビ	earth
57893	曇天に笑う	NULL	2014/10/03	2014/12/19	金	25:58	26:28	NTV	日本テレビ	earth
56514	寄生獣　セイの格率	NULL	2014/10/08		水	25:29	25:59	NTV	日本テレビ	earth
59030	ふなっしーのふなふなふな日和	NULL	2015/03/30		月～金	10:04	10:06	NTV	日本テレビ	earth
58907	俺物語!!	NULL	2015/04/08	2015/09/30	水	25:29	25:59	NTV	日本テレビ	earth
59215	ガッチャマン　クラウズ　インサイト	NULL	2015/07/04		土	25:55	26:25	NTV	日本テレビ	earth
59474	ルパン三世	NULL	2015/10/01		木	25:29	25:59	NTV	日本テレビ	earth
58715	Peeping Life TV　シーズン１??　ピーピング・ライフ	NULL	2015/10/03	2015/12/19	土	26:55	27:00	NTV	日本テレビ	earth
63395	エンドライド ENDRIDE	NULL	2016/04/02	2016/09/24	土	25:55	26:25	NTV	日本テレビ	earth
60248	ふらいんぐうぃっち	NULL	2016/04/09	2016/06/25	土	26:25	26:55	NTV	日本テレビ	earth
60518	甘々と稲妻	NULL	2016/07/04	2016/09/19	月	25:05	25:35	NTV	日本テレビ	earth
60519	モブサイコ100	NULL	2016/07/04	2016/09/26	月	24:00	24:30	NTV	日本テレビ	earth
60954	うどんの国の金色手鞠	NULL	2016/10/08	2016/12/24	土	25:55	26:25	NTV	日本テレビ	earth
354800	逆境無頼カイジ 破戒録篇	comic	2011/04/05	2011/09/27	火	24:59	25:29	NTV	日本テレビ	earth
356000	君に届け 2ND SEASON	comic	2011/01/04	2011/03/29	火	24:59	25:29	NTV	日本テレビ	earth
365800	絶対やれるギリシャ神話	original	2008/10/04	2008/12/27	土	25:25	25:55	NTV	日本テレビ	earth
365900	ONE OUTS	comic	2008/10/07	2009/03/31	火	24:59	25:29	NTV	日本テレビ	earth
1947	渡辺まんがくらぶ（1960/09/08から「まんがくらぶ」）	NULL	1959/02/05	1962/09/13	木	18:00	18:15	OTV	沖縄テレビ	earth
20635	ふしぎの国のアリス	NULL	1983/10/10	1984/03/26	月	19:30	20:00	OTV	沖縄テレビ	earth
19773	新みつばちマーヤの冒険（新・みつばちマーヤの冒険）	NULL	1982/10/12	1983/09/27	火	19:30	20:00	OTV	沖縄テレビ	earth
34950	Cosmic Batton Girl コメットさん★	NULL	2001/04/01		日	09:30	10:00	OTV	沖縄テレビ	earth
33020	ガサラキ GASARAKI	NULL	1998/10/04	1999/03/28	日	09:30	10:00	OTV	沖縄テレビ	earth
33771	アニメ　ぐるぐるタウン　はなまるくん	NULL	1999/10/03	2001/09/29	日	09:30	10:00	OTV	沖縄テレビ	earth
63138	はいたい七葉（はいたい七葉(2)）	NULL	2013/04/06	2013/06/29	土	17:55	18:00	QAB	琉球朝日放送	earth
63137	はいたい七葉（はいたい七葉(1)）	NULL	2012/10/06	2012/12/29	土	17:55	18:00	QAB	琉球朝日放送	earth
357600	マージナルプリンス〜月桂樹の王子達〜	game	2006/10/01	2006/12/24	日	26:13	26:43	RKB	RKB毎日放送	earth
14600	キリンものしり館	NULL	1975/01/01	1979/12/31	月-土	18:55	19:00	RKB	RKB毎日放送	earth
63026	ラブ米 -WE LOVE RICE- 二期作	NULL	2017/10/05	2017/12/28	木	26:59	27:04	RNB	南海放送(1116)	earth
366900	さくらんBOY DT	original	2009/01/14	2009/03/25	水	25:05	25:10	SAY	さくらんぼテレビジョン	earth
14231	ガンとゴン	NULL	1974/04/05	1975/08/13	月～金	17:55	18:00	SBS	SBSテレビ	earth
29022	あしたへフリーキック（明日へフリーキック）(2)	NULL	1992/11/04	1993/04/24				SDT	だいいちテレビ	earth
373600	風人物語	original	2004/09/11	2005/02/26	土	06:00	07:00	SKYPerfecTV	スカパー	cs
37609	SAMURAI7	movie	2004/06/12	2004/12/25	土	19:30	20:00	SKYPerfecTV	スカパー	cs
356700	チビナックス シーズン3	original	2008/06/03	2008/11/18	火	24:49	24:55	STV	札幌テレビ放送	earth
356500	チビナックス	original	2006/04/13	2006/09/28	木	21:54	22:00	STV	札幌テレビ放送	earth
356600	チビナックス 2.0	original	2007/04/14	2007/10/13	土	21:54	22:00	STV	札幌テレビ放送	earth
32660	LEGEND OF BASARA（アニメ・バサラ BASARA）	NULL	1998/04/02	1998/06/25	木	24:35	25:05	SUN	サンテレビジョン	uhf
44332	キディ・ガーランド　KIDDY GiRL-AND	media_mix	2009/10/15	2010/04/01	木	24:40	25:10	SUN	サンテレビジョン	uhf
58661	テレビマンガ　昭和物語	NULL	2011/04/03	2011/06/26	日	22:00	23:00	SUN	サンテレビジョン	uhf
33415	To Heart(1)	galge	1999/04/01	1999/06/24	木	24:35	25:05	SUN	サンテレビジョン	uhf
371000	D.C.II 〜ダ・カーポII〜	galge	2007/10/01	2007/12/24	月	24:00	24:30	SUN	サンテレビジョン	uhf
53833	ぴっちぴち♪しずくちゃん（ぴっちぴちしずくちゃん）	NULL	2012/10/05		金	08:00	08:15	SUN	サンテレビジョン	uhf
354100	涼宮ハルヒの憂鬱(2)	light_novel	2009/04/02	2009/10/08	木	24:40	25:10	SUN	サンテレビジョン	uhf
39240	ちょこッとSister	comic	2006/07/11	2006/12/19	火	24:00	24:30	SUN	サンテレビジョン	uhf
41649	鉄腕バーディー DECODE:02	comic	2009/01/09	2009/03/27	金	26:10	26:40	SUN	サンテレビジョン	uhf
39857	ぼくらの	comic	2007/04/08	2007/09/30	日	25:30	26:00	SUN	サンテレビジョン	uhf
57704	神撃のバハムート　GENESIS	NULL	2014/10/06	2014/12/29	月	23:30	24:00	SUN	サンテレビジョン	uhf
35763	HAPPY☆LESSON	NULL	2002/04/01	2002/06/24	月	25:00	25:30	SUN	サンテレビジョン	uhf
59575	雨色ココア（雨色ココア(1)）	NULL	2015/04/05	2015/06/28	日	22:27	22:29	SUN	サンテレビジョン	uhf
360600	GR-GIANT ROBO-	comic	2007/01/19	2007/07/06	金	23:00	23:30	Sg-TV	Sg-TV	web
42351	大正野球娘	light_novel	2009/07/02	2009/09/24	木	25:59	26:29	TBS	TBS	earth
54635	宇宙戦艦ヤマト2199	NULL	2013/04/07	2013/09/29	日	17:00	17:30	TBS	TBS	earth
24350	新まんがなるほど物語（まんがなるほど物語）	NULL	1988/04/02	1989/01/28	土	17:30	18:00	TBS	TBS	earth
36214	ゲットバッカーズ　－奪還屋－ Get Backers	NULL	2002/10/26	2003/09/20	土	17:30	18:00	TBS	TBS	earth
12904	原始少年リュウ	NULL	1971/10/30	1972/03/25	土	19:00	19:30	TBS	TBS	earth
57888	俺、ツインテールになります。	NULL	2014/10/09	2014/12/25	木	25:46	26:16	TBS	TBS	earth
15491	まんが世界昔ばなし	NULL	1976/10/06	1979/03/28	水	19:00	19:30	TBS	TBS	earth
6118	まんがカレンダー	NULL	1962/06/25	1964/07/04	月～土	18:55	19:00	TBS	TBS	earth
7355	エイトマン（８マン…誤り）	NULL	1963/11/07	1964/12/24	木	18:00	18:30	TBS	TBS	earth
37475	プリンぷりん家（「じゃがいぬ君」ほか）	original	2004/04/04		日	07:00	07:30	TBS	TBS	earth
25033	ビートたけし殺人事件(1)	NULL	1989/01/16	1989/01/19	月～木	23:00	23:27	TBS	TBS	earth
10544	スカイヤーズ５	NULL	1967/10/04	1968/12/27	水	19:00	19:30	TBS	TBS	earth
25071	まんがはじめて面白塾	NULL	1989/02/04	1991/04/27	土	17:30	18:00	TBS	TBS	earth
63449	ミイラの飼い方	NULL	2018/01/11		木	25:58	26:28	TBS	TBS	earth
367600	ヴァイス・サヴァイヴR	comic	2009/12/04	2010/03/19	金	25:25	25:55	TBS	TBS	earth
46267	電波女と青春男	NULL	2011/04/14	2011/06/30	木	25:55	26:25	TBS	TBS	earth
63448	だがしかし２	NULL	2018/01/11		木	26:28	26:43	TBS	TBS	earth
32484	すごいよ!!マサルさん	NULL	1998/01/06	1998/04/03	水	23:55	24:50	TBS	TBS	earth
63148	新幹線変形ロボ　シンカリオン	NULL	2018/01/06		土	07:00	07:30	TBS	TBS	earth
63147	七つの大罪　戒めの復活　序章	NULL	2018/01/06		土	06:30	07:00	TBS	TBS	earth
63230	BEATLESS	NULL	2018/01/12		金	26:10	26:40	TBS	TBS	earth
14886	イルカと少年	NULL	1975/07/30	1975/08/15	月～金	18:00	18:30	TBS	TBS	earth
46266	緋弾のアリア	NULL	2011/04/14	2011/06/30	木	25:25	25:55	TBS	TBS	earth
33913	Di Gi Charat デ・ジ・キャラット(1)	NULL	1999/11/29	1999/12/23	月～木	23:55	24:50	TBS	TBS	earth
60242	坂本ですが？	NULL	2016/04/07		木	26:28	26:58	TBS	TBS	earth
58739	少年メイド	NULL	2016/04/07		木	25:58	26:28	TBS	TBS	earth
