tid	title	ori_work	st_date	ed_date	st_day	st_time	ed_time	channel	ch_name	type
34229	デジモンアドベンチャー02（デジモン02）	game	2000/04/02	2001/03/25	日	09:00	09:30	CX	フジテレビ	earth
40953	のだめカンタービレ　巴里編	comic	2008/10/09	2008/12/18	木	24:45	25:15	CX	フジテレビ	earth
14484	ウリクペン救助隊	NULL	1974/10/07	1975/03/29	月	18:55	19:00	CX	フジテレビ	earth
59909	暗殺教室（第２期）	NULL	2016/01/07	2016/06/30	木	25:25	25:55	CX	フジテレビ	earth
59908	僕だけがいない街	NULL	2016/01/07	2016/03/24	木	24:55	25:25	CX	フジテレビ	earth
59578	すべてがＦになる THE PERFECT INSIDER（すべてがＦになる(2)）	NULL	2015/10/08	2015/12/17	木	24:55	25:25	CX	フジテレビ	earth
59071	鉄人28号ガオ！	comic	2013/04/05	2016/03/25	土	28:52	29:00	CX	フジテレビ	earth
34600	学校の怪談	NULL	2000/10/22	2001/03/25	日	19:30	19:58	CX	フジテレビ	earth
36908	フルメタル・パニック？ふもっふ	light_novel	2003/08/25	2003/09/29	月	26:28	26:58	CX	フジテレビ	earth
59251	アニメ・ドラゴンボール超（スーパー）	comic	2015/07/05	2018/03/25	日	09:00	09:30	CX	フジテレビ	earth
59200	乱歩奇譚 Game of Laplace	NULL	2015/07/02		木	24:55	25:25	CX	フジテレビ	earth
58875	パンチライン	NULL	2015/04/09	2015/06/25	木	24:55	25:25	CX	フジテレビ	earth
35005	デジモンテイマーズ	game	2001/04/08	2002/03/31	日	09:00	09:30	CX	フジテレビ	earth
35018	パチスロ貴族　銀	NULL	2001/04/11	2001/09/19	水	26:25	26:55	CX	フジテレビ	earth
35028	パラッパラッパー	NULL	2001/04/14		土	18:30	19:00	CX	フジテレビ	earth
36655	TEXHNOLYZE　テクノライズ	NULL	2003/04/16	2003/09/24	水	27:28	27:58	CX	フジテレビ	earth
36656	ガドガード	NULL	2003/04/16		水	26:58	27:28	CX	フジテレビ	earth
46251	空中ブランコ	novel	2009/10/15	2009/12/24	木	24:45	25:15	CX	フジテレビ	earth
55283	銀の匙(1)	NULL	2013/07/11	2013/09/19	木	24:45	25:15	CX	フジテレビ	earth
364800	ファイアボール(3) ユーモラス	original	2017/10/06	2017/12/08	金	21:55	22:00	Dlife	Dlife	bs
24112	白雪姫	NULL	1987/12/23		水	18:50	19:20	EX	テレビ朝日	earth
24286	つるピカハゲ丸くん	NULL	1988/03/03	1989/08/30	木	18:50	19:20	EX	テレビ朝日	earth
24389	いきなりダゴン	NULL	1988/04/09	1988/06/11	金	19:30	20:00	EX	テレビ朝日	earth
24543	鉄拳チンミ	NULL	1988/07/02	1988/12/24	土	19:30	20:00	EX	テレビ朝日	earth
47381	リングにかけろ１（ワン）	comic	2004/10/06	2004/12/22	水	26:42	27:12	EX	テレビ朝日	earth
24568	ビリ犬	NULL	1988/07/11	1989/03/27	月	18:50	19:20	EX	テレビ朝日	earth
25024	おぼっちゃまくん	NULL	1989/01/14	1992/09/26	土	19:30	20:00	EX	テレビ朝日	earth
25237	新ビックリマン	character	1989/04/09	1990/08/26	日	08:30	09:00	EX	テレビ朝日	earth
25241	ビリ犬なんでも商会	NULL	1989/04/10	1989/09/18	月	19:00	19:30	EX	テレビ朝日	earth
25258	悪魔くん	NULL	1989/04/15	1990/03/24	土	19:00	19:30	EX	テレビ朝日	earth
41611	タイドライン・ブルー	original	2005/07/06	2005/09/28	水	26:40	27:10	EX	テレビ朝日	earth
14464	破裏拳ポリマー	NULL	1974/10/04	1975/03/28	金	18:00	18:30	EX	テレビ朝日	earth
14504	カリメロ	NULL	1974/10/15	1975/09/30	火	19:30	20:00	EX	テレビ朝日	earth
34551	Sci-Fi HARRY（サイファイハリー）	NULL	2000/10/06	2001/03/23	金	26:09	26:39	EX	テレビ朝日	earth
14733	勇者ライディーン	NULL	1975/04/04	1976/03/26	金	19:00	19:30	EX	テレビ朝日	earth
14763	少年徳川家康	NULL	1975/04/09	1975/09/17	水	19:30	20:00	EX	テレビ朝日	earth
14856	宇宙の騎士テッカマン	NULL	1975/07/02	1975/12/24	水	19:00	19:30	EX	テレビ朝日	earth
38720	ガイキング LEGEND OF DAIKU-MARYU	original	2005/11/12	2006/09/24	土	10:50	11:20	EX	テレビ朝日	earth
21457	超力ロボガラット	NULL	1984/10/05	1985/04/05	金	17:00	17:30	EX	テレビ朝日	earth
7346	東映長編まんが　少年猿飛佐助	NULL	1963/11/04	1963/11/25	月	19:00	19:30	EX	テレビ朝日	earth
42336	スティッチ！(2)～いたずらエイリアンの大冒険	original	2009/10/13	2010/06/29	火	19:00	19:30	EX	テレビ朝日	earth
37258	エリア88	comic	2004/01/09	2004/03/26	金	27:12	27:42	EX	テレビ朝日	earth
39007	THE FROGMAN SHOW（ザ・フロッグマン・ショー）　（「秘密結社鷹の爪」「古墳ギャルのCOFFY（古墳GALのコフィー）」）	original	2006/04/05	2006/06/14	水	26:40	27:10	EX	テレビ朝日	earth
370800	プリンセス・プリンセス	comic	2006/04/05	2006/06/21	水	27:10	27:40	EX	テレビ朝日	earth
357800	SoltyRei　ソルティレイ	original	2005/10/06	2006/03/30	木	26:40	27:10	EX	テレビ朝日	earth
43476	デジモンクロスウォーズ(1)	game	2010/07/06	2011/03/08	火	19:27	19:54	EX	テレビ朝日	earth
358400	LOVELESS	comic	2005/04/06	2005/06/29	水	26:40	27:10	EX	テレビ朝日	earth
37101	ボボボーボ・ボーボボ	NULL	2003/11/08	2005/10/29	土	19:28	20:00	EX	テレビ朝日	earth
40712	魔法遣いに大切なこと(2)～夏のソラ～	media_mix	2008/07/02	2008/09/24	水	26:40	27:10	EX	テレビ朝日	earth
358500	SPEED GRAPHER	original	2005/04/07	2005/09/29	木	26:40	27:10	EX	テレビ朝日	earth
43475	スティッチ！(3)～ずっと最高のトモダチ～	original	2010/07/06	2011/03/08	火	19:00	19:27	EX	テレビ朝日	earth
43479	ご姉弟物語（ごきょうだい物語）	comic	2009/10/10	2010/06/26	土	23:20	23:45	EX	テレビ朝日	earth
359300	PEACE MAKER鐵	comic	2003/10/07	2004/03/23	火	27:12	27:42	EX	テレビ朝日	earth
360300	サムライガン	comic	2004/10/04	2004/12/13	月	27:12	27:42	EX	テレビ朝日	earth
36228	アニメ　釣りバカ日誌	NULL	2002/11/02	2003/09/13	土	19:30	20:00	EX	テレビ朝日	earth
39191	貧乏姉妹物語	comic	2006/06/29	2006/09/14	木	26:40	27:10	EX	テレビ朝日	earth
39470	祝　HAPPY LUCKY　ハピ☆ラキ　ビックリマン（新聞ラテ欄表記…ハピラキ！ビックリマン）	character	2006/10/15	2007/09/30	日	06:30	07:00	EX	テレビ朝日	earth
37027	ピースメーカー鐡	NULL	2003/10/07		火	26:12	26:42	EX	テレビ朝日	earth
59591	ブレイブビーツ	NULL	2015/10/11	2016/03/27	日	07:00	07:30	EX	テレビ朝日	earth
15464	キャンディ・キャンディ（キャンディキャンディ）	NULL	1976/10/01	1979/02/02	金	19:00	19:30	EX	テレビ朝日	earth
8267	バトルスピリッツ　覇王（ヒーローズ）	game	2011/09/18	2012/09/02	日	07:00	07:30	EX	テレビ朝日	earth
21851	パーマン	NULL	1985/04/02	1987/07/02	火	19:00	19:57	EX	テレビ朝日	earth
21846	オバケのＱ太郎	NULL	1985/04/01	1987/03/28	月～土	18:45	19:00	EX	テレビ朝日	earth
21530	名探偵ホームズ	NULL	1984/11/06	1985/05/20	火	19:00	19:30	EX	テレビ朝日	earth
21076	オヨネコぶーにゃん	NULL	1984/04/04	1984/10/23	火	19:00	19:30	EX	テレビ朝日	earth
57695	ワールドリガー	NULL	2014/10/05		日	06:30	07:00	EX	テレビ朝日	earth
21852	忍者ハットリくん(3)	NULL	1985/04/02	1987/03/24	火	19:00	19:57	EX	テレビ朝日	earth
20948	夢戦士ウイングマン	NULL	1984/02/07	1985/02/26	火	19:30	20:00	EX	テレビ朝日	earth
20930	超攻速ガルビオン　GALVION	NULL	1984/02/03	1984/06/29	金	17:30	18:00	EX	テレビ朝日	earth
20221	パーマン(2)	NULL	1983/04/10		日	09:30	10:00	EX	テレビ朝日	earth
20197	パーマン（パーマン(1)）	NULL	1983/04/04	1985/03/30	月～土	18:45	19:00	EX	テレビ朝日	earth
20116	愛してナイト	NULL	1983/03/01	1984/01/24	火	19:30	20:00	EX	テレビ朝日	earth
20034	亜空大作戦スラングル（亜空大作戦スクランブル）	NULL	1983/01/21	1984/01/20	金	17:30	18:00	EX	テレビ朝日	earth
19829	フクちゃん	NULL	1982/11/02	1984/03/27	火	19:00	19:30	EX	テレビ朝日	earth
19561	Theかぼちゃワイン	NULL	1982/07/05	1984/08/27	月	19:30	20:00	EX	テレビ朝日	earth
21853	プロゴルファー猿	NULL	1985/04/02	1988/03/28	火	19:00	20:51	EX	テレビ朝日	earth
19189	あさりちゃん	NULL	1982/01/25	1983/02/28	月	19:00	19:30	EX	テレビ朝日	earth
18936	忍者ハットリくん(2)	NULL	1981/10/04	1985/03/25	日	09:30	10:00	EX	テレビ朝日	earth
18926	ドラえもん（ドラえもん（声：大山のぶ代版）(2)）（ドラえもん(2)）	comic	1981/10/02	2005/03/11	金	19:00	19:30	EX	テレビ朝日	earth
15433	マグネロボ　ガ★キーン（マグネロボ　ガ・キーン）	NULL	1976/09/05	1977/06/26	日	18:00	18:25	EX	テレビ朝日	earth
15270	超電磁ロボ　コン・バトラーＶ（超電磁ロボ・コンバトラーＶ、超電磁ロボコンバトラーＶ）	NULL	1976/04/17	1977/05/28	土	18:00	18:30	EX	テレビ朝日	earth
21871	オバケのＱ太郎	NULL	1985/04/07	1987/03/29	日	09:30	10:00	EX	テレビ朝日	earth
15226	マシン・ハヤブサ（マシンハヤブサ）	NULL	1976/04/02	1976/09/17	金	19:00	19:30	EX	テレビ朝日	earth
14999	一休さん（「一休」にルビ「いっきゅう」が付く）	NULL	1975/10/15	1982/06/28	水	19:30	20:00	EX	テレビ朝日	earth
18914	忍者ハットリくん(1)	NULL	1981/09/28	1983/04/02	月～土	18:50	19:00	EX	テレビ朝日	earth
18627	タイガーマスク二世（タイガーマスクII世、タイガーマスク２世）	NULL	1981/04/20	1982/01/18	月	19:00	19:30	EX	テレビ朝日	earth
21984	コンポラキッド	NULL	1985/06/03	1985/12/23	月	19:00	19:30	EX	テレビ朝日	earth
18587	ハウスこども名作劇場	NULL	1981/04/07	1982/03/09	火	19:30	20:00	EX	テレビ朝日	earth
51974	デジモンクロスウォーズ(3)時を駆ける少年ハンターたち	game	2011/10/02	2012/03/25	日	06:30	07:00	EX	テレビ朝日	earth
18524	ハロー！サンディベル（ハローサンディベル）	NULL	1981/03/06	1982/02/26	金	19:00	19:30	EX	テレビ朝日	earth
18189	怪物くん	NULL	1980/09/02	1982/09/28	火	19:00	19:30	EX	テレビ朝日	earth
22235	昭和アホ草紙　あかぬけ一番！	NULL	1985/10/07	1986/03/24	月	19:30	20:00	EX	テレビ朝日	earth
22482	宇宙船サジタリウス（スペース　サジタリウス）	NULL	1986/01/10	1987/10/03	金	19:30	20:00	EX	テレビ朝日	earth
22686	銀牙－流れ星銀－	NULL	1986/04/07	1986/09/22	月	19:30	20:00	EX	テレビ朝日	earth
30023	美少女戦士セーラームーンＳ	NULL	1994/03/19	1995/02/25	土	19:00	19:30	EX	テレビ朝日	earth
30043	機動武闘伝Ｇガンダム	original	1994/04/01	1995/03/31	金	17:00	17:30	EX	テレビ朝日	earth
30682	新機動戦記ガンダムＷ（ウィング）	original	1995/04/07	1996/03/29	金	17:00	17:30	EX	テレビ朝日	earth
14978	アンデス少年ペペロの冒険	NULL	1975/10/06	1976/03/29	月	19:00	19:30	EX	テレビ朝日	earth
17819	魔法少女ララベル	NULL	1980/02/15	1981/02/27	金	19:00	19:30	EX	テレビ朝日	earth
57514	Xenosaga THE ANIMATION（ゼノサーガ）	game	2005/01/05	2005/03/23	水	26:42	27:12	EX	テレビ朝日	earth
17119	ドラえもん（ドラえもん（大山のぶ代版）(1)）	comic	1979/04/02	1981/09/23	月～土	18:50	19:00	EX	テレビ朝日	earth
17063	サイボーグ009	NULL	1979/03/06	1980/03/25	火	19:00	19:30	EX	テレビ朝日	earth
17002	花の子ルンルン	NULL	1979/02/09	1980/02/08	金	19:00	19:30	EX	テレビ朝日	earth
14972	鋼鉄ジーグ	NULL	1975/10/05	1976/08/29	日	18:00	18:25	EX	テレビ朝日	earth
15836	氷河戦士ガイスラッガー	NULL	1977/04/12	1977/08/30	火	19:00	19:30	EX	テレビ朝日	earth
16607	宇宙魔人ダイケンゴー（宇宙魔神ダイケンゴー）	NULL	1978/07/27	1979/02/15	木	18:00	18:30	EX	テレビ朝日	earth
16371	宇宙海賊キャプテンハーロック（宇宙海賊キャプテン・ハーロック）	NULL	1978/03/14	1979/02/13	火	19:00	19:30	EX	テレビ朝日	earth
38026	ジンキ・エクステンド	comic	2005/01/05	2005/03/23	水	26:12	26:42	EX	テレビ朝日	earth
47382	リングにかけろ１－日米決戦編－	comic	2006/04/06	2006/06/22	木	26:40	27:10	EX	テレビ朝日	earth
22751	（華麗!!ダイアナ妃のすべて見せます）虹のかなたへ　少女ダイアナ物語（虹のかなたへ！　少女ダイアナ妃物語）	NULL	1986/05/01	1986/05/01	木	19:00	20:54	EX	テレビ朝日	earth
16362	魔女っ子チックル	NULL	1978/03/06	1979/01/29	月	19:00	19:30	EX	テレビ朝日	earth
16099	激走！ルーベンカイザー（欧州公開タイトル…「Formula 1」）	NULL	1977/10/10	1978/02/06	月	19:00	19:30	EX	テレビ朝日	earth
15947	超人戦隊バラタック	NULL	1977/07/03	1978/03/26	日	18:00	18:30	EX	テレビ朝日	earth
15915	超電磁マシーン　ボルテスＶ（ファイブ）（ボルデスＶ）	NULL	1977/06/04	1978/03/25	土	18:00	18:30	EX	テレビ朝日	earth
22755	光の伝説	NULL	1986/05/03	1986/09/20	土	19:00	19:30	EX	テレビ朝日	earth
22931	地上最強のエキスパートチーム　G・I・ジョー	NULL	1986/07/24	1987/03/27	木	10:30	11:00	EX	テレビ朝日	earth
38243	いちご100％	comic	2005/04/05	2005/06/21	火	26:40	27:10	EX	テレビ朝日	earth
23119	聖闘士星矢（セイント・セイヤ）	NULL	1986/10/11	1989/04/01	土	19:00	19:30	EX	テレビ朝日	earth
39217	内閣権力犯罪強制取締官　財前丈太郎	comic	2006/07/05	2006/09/20	水	26:40	27:10	EX	テレビ朝日	earth
23314	Mr.ペンペンII	NULL	1986/12/29	1986/12/29	月	19:00	20:00	EX	テレビ朝日	earth
23522	忍者ハットリくん(4)	NULL	1987/03/30	1987/12/25	月～土	18:50	19:00	EX	テレビ朝日	earth
23540	ウルトラＢ	NULL	1987/04/05	1989/03/27	日	09:30	10:00	EX	テレビ朝日	earth
23559	エスパー魔美	NULL	1987/04/07	1989/10/26	火	19:00	19:57	EX	テレビ朝日	earth
48518	ドラえもん（ドラえもん(3)（声：水田わさび版））	comic	2005/04/15		金	19:00	19:30	EX	テレビ朝日	earth
38431	かみちゅ！	media_mix	2005/06/28	2005/09/27	火	26:40	27:10	EX	テレビ朝日	earth
23956	アニメ80日間世界一周　La vuelta al mundo de Willy Fog	NULL	1987/10/10	1988/03/26	土	19:30	20:00	EX	テレビ朝日	earth
23992	ウルトラＢ	NULL	1987/10/19	1989/03/27	月	18:50	19:20	EX	テレビ朝日	earth
42427	怪談レストラン	novel	2009/10/13	2010/06/08	月	19:30	19:54	EX	テレビ朝日	earth
25337	エルとプルー	NULL	1989/05/22	1989/11/25	月	17:00	18:00	EX	テレビ朝日	earth
25649	魔法使いサリー(2)	NULL	1989/10/09	1991/09/23	月	19:00	19:30	EX	テレビ朝日	earth
25740	藤子・Fファンタジー　チンプイ（第49回から「夢冒険! チンプイ」）	NULL	1989/11/02	1991/04/18	木	19:30	20:00	EX	テレビ朝日	earth
26255	もーれつア太郎	NULL	1990/04/21	1990/12/22	土	19:00	19:30	EX	テレビ朝日	earth
26261	ガタピシ（ガタビシ…誤り）	NULL	1990/04/23		月～金	18:50	19:00	EX	テレビ朝日	earth
27037	きんぎょ注意報！	NULL	1991/01/12	1992/02/29	土	19:00	19:30	EX	テレビ朝日	earth
42809	どろろんぱっ！	NULL	1991/04/08	1991/09/27	月～金	18:50	19:00	EX	テレビ朝日	earth
27367	21エモン	NULL	1991/05/02	1992/03/26	木			EX	テレビ朝日	earth
28333	美少女戦士セーラームーン（美少女戦士セーラームーン(1)）	NULL	1992/03/07	1993/02/27	土	19:00	19:30	EX	テレビ朝日	earth
58029	ワールドトリガー	NULL	2014/10/05	2016/04/03	日	06:30	07:00	EX	テレビ朝日	earth
56480	ねぎぼうずのあさたろう	picture_book	2008/10/12	2009/09/27	日	06:30	07:00	EX	テレビ朝日	earth
28460	（嵐を呼ぶ園児）クレヨンしんちゃん	NULL	1992/04/13		月	19:00	19:30	EX	テレビ朝日	earth
39404	RED GARDEN レッドガーデン	original	2006/10/03	2007/03/13	火	26:40	27:10	EX	テレビ朝日	earth
28949	南国少年パプワくん	NULL	1992/10/10	1993/10/02	土	19:30	20:00	EX	テレビ朝日	earth
24392	新プロゴルファー猿	NULL	1988/04/11	1988/06/13	月	19:00	19:20	EX	テレビ朝日	earth
29320	美少女戦士セーラームーンＲ（「美少女戦士」にルビ「びしょうじょせんし」が付く）	NULL	1993/03/06	1994/03/12	土	19:00	19:30	EX	テレビ朝日	earth
29372	機動戦士Ｖガンダム（機動戦士ガンダムＶ）	original	1993/04/02	1994/03/25	金	17:00	17:30	EX	テレビ朝日	earth
29771	平成イヌ物語バウ（平成犬物語バウ…誤り）	NULL	1993/10/14	1994/09/22	木	19:30	19:58	EX	テレビ朝日	earth
29776	SLAM DUNK スラムダンク	NULL	1993/10/16	1996/03/23	土	17:00	17:30	EX	テレビ朝日	earth
30617	美少女戦士セーラームーンSS（セーラームーン・スーパーズ、美少女戦士セーラームーンSuperS）	NULL	1995/03/04	1996/02/24	土	19:00	19:30	EX	テレビ朝日	earth
30926	ご近所物語	NULL	1995/09/10	1996/09/01	日	08:30	09:00	EX	テレビ朝日	earth
31269	美少女戦士セーラームーン　セーラースターズ	NULL	1996/03/02	1997/02/08	土	19:00	19:30	EX	テレビ朝日	earth
31341	機動新世紀ガンダムＸ	original	1996/04/05	1996/12/27	金	16:30	17:00	EX	テレビ朝日	earth
39424	すもももももも～地上最強のヨメ～	comic	2006/10/05	2007/03/15	木	26:40	27:10	EX	テレビ朝日	earth
56481	デジモンクロスウォーズ(2)～悪のデスジェネラルと七つの王国～	game	2011/04/03	2011/09/25	日	06:30	07:00	EX	テレビ朝日	earth
51582	聖闘士星矢Ω（セイントセイヤ・オメガ）	NULL	2012/04/01	2014/03/30	日	06:30	07:00	EX	テレビ朝日	earth
31374	地獄先生ぬ～べ～（地獄先生ぬーべー）	NULL	1996/04/13	1997/06/21	土	19:30	19:58	EX	テレビ朝日	earth
31889	キューティーハニーＦ	NULL	1997/02/15	1998/01/31	土	19:00	19:30	EX	テレビ朝日	earth
32153	忍ペンまん丸	NULL	1997/07/05	1998/03/28	土	18:00	18:30	EX	テレビ朝日	earth
42480	あずみマンマ・ミ－ア	NULL	1997/07/07	1997/10/02	月～木	18:50	18:55	EX	テレビ朝日	earth
32290	深海伝説MEREMANOID（深海伝説マーメノイド）	NULL	1997/10/01	1998/04/01	水	25:10	25:40	EX	テレビ朝日	earth
42382	ハニ太郎です。	NULL	1997/10/06	1998/01/22	月～木	18:50	18:55	EX	テレビ朝日	earth
62004	巌窟王	novel	2004/10/05	2005/03/29	火	26:12	26:42	EX	テレビ朝日	earth
42381	春庭家の３人目	NULL	1998/01/23	1998/03/26	月～金	18:50	18:55	EX	テレビ朝日	earth
32592	アニメ週刊DX!みいファぷー　ヘリタコぷーちゃん　こっちむいてみい子	NULL	1998/02/14	1999/02/06	土	17:00	17:30	EX	テレビ朝日	earth
32593	アニメ週刊DX!みいファぷー　ふしぎ魔法ファンファンファーマシィー	NULL	1998/02/14	1999/02/06	土	18:30	19:00	EX	テレビ朝日	earth
32671	遊☆戯☆王（遊戯王）	comic	1998/04/04	1998/10/10	土	18:00	18:30	EX	テレビ朝日	earth
33080	まもって守護月天！	NULL	1998/10/17	1999/04/03	土	18:00	18:30	EX	テレビ朝日	earth
40218	はたらキッズ マイハム組	original	2007/10/07	2008/10/05	日	06:30	07:00	EX	テレビ朝日	earth
